1671122335,1.000000
1671122335,1.000000
1671122335,1.000000
1671122336,1.000000
1671122336,1.000000
1671122336,1.000000
1671122336,2.000000
1671122336,2.500000
1671122336,2.900000
1671122336,1.000000
1671122336,2.000000
1671122336,2.500000
1671122337,2.900000
1671122337,1.000000
1671122337,2.000000
1671122337,2.500000
1671122337,2.900000
1671122337,3.244828
1671122337,3.553010
1671122337,1.000000
1671122337,2.000000
1671122337,2.500000
1671122337,2.900000
1671122337,1.000000
1671122337,2.000000
1671122337,2.500000
1671122338,2.900000
1671122338,1.000000
1671122338,2.000000
1671122338,2.500000
1671122338,2.900000
1671122338,3.244828
1671122338,3.553010
1671122338,3.834462
1671122338,4.095255
1671122338,1.000000
1671122338,2.000000
1671122338,2.500000
1671122338,2.900000
1671122338,1.000000
1671122338,2.000000
1671122338,2.500000
1671122338,2.900000
1671122338,3.244828
1671122338,3.553010
1671122339,3.834462
1671122339,4.095255
1671122339,1.000000
1671122339,2.000000
1671122339,2.500000
1671122339,2.900000
1671122339,1.000000
1671122339,2.000000
1671122339,2.500000
1671122339,2.900000
1671122340,3.244828
1671122340,3.553010
1671122340,1.000000
1671122340,2.000000
1671122340,2.500000
1671122340,2.900000
1671122340,1.000000
1671122340,2.000000
1671122340,2.500000
1671122340,2.900000
1671122341,3.244828
1671122341,3.553010
1671122341,1.000000
1671122341,2.000000
1671122341,2.500000
1671122341,2.900000
1671122341,1.000000
1671122341,2.000000
1671122341,2.500000
1671122342,2.900000
1671122342,3.244828
1671122342,3.553010
1671122342,1.000000
1671122342,2.000000
1671122342,2.500000
1671122342,2.900000
1671122342,1.000000
1671122342,2.000000
1671122342,2.500000
1671122343,2.900000
1671122343,3.244828
1671122343,3.553010
1671122343,1.000000
1671122343,2.000000
1671122343,2.500000
1671122343,2.900000
1671122343,1.000000
1671122343,2.000000
1671122343,2.500000
1671122343,2.900000
1671122343,3.244828
1671122344,3.553010
1671122344,1.000000
1671122344,2.000000
1671122344,2.500000
1671122344,2.900000
1671122344,1.000000
1671122344,2.000000
1671122344,2.500000
1671122344,2.900000
1671122344,3.244828
1671122345,3.553010
1671122345,1.000000
1671122345,2.000000
1671122345,2.500000
1671122345,2.900000
1671122345,1.000000
1671122345,2.000000
1671122345,2.500000
1671122345,2.900000
1671122345,3.244828
1671122346,3.553010
1671122346,1.000000
1671122346,2.000000
1671122346,2.500000
1671122346,2.900000
1671122346,1.000000
1671122346,2.000000
1671122346,2.500000
1671122346,2.900000
1671122347,3.244828
1671122347,3.553010
1671122347,1.000000
1671122347,2.000000
1671122347,2.500000
1671122347,2.900000
1671122347,1.000000
1671122347,2.000000
1671122347,2.500000
1671122347,2.900000
1671122348,3.244828
1671122348,3.553010
1671122348,1.000000
1671122348,1.000000
1671122348,2.000000
1671122348,2.500000
1671122348,2.900000
1671122348,1.000000
1671122348,2.000000
1671122348,2.500000
1671122348,2.900000
1671122348,3.244828
1671122348,3.553010
1671122348,1.000000
1671122348,2.000000
1671122349,2.500000
1671122349,2.900000
1671122349,1.000000
1671122349,2.000000
1671122349,2.500000
1671122349,2.900000
1671122349,3.244828
1671122349,3.553010
1671122349,3.834462
1671122349,1.000000
1671122350,2.000000
1671122350,2.500000
1671122350,2.900000
1671122350,1.000000
1671122350,2.000000
1671122350,2.500000
1671122350,2.900000
1671122350,3.244828
1671122350,3.553010
1671122350,1.000000
1671122351,2.000000
1671122351,2.500000
1671122351,2.900000
1671122351,1.000000
1671122351,2.000000
1671122351,2.500000
1671122351,2.900000
1671122351,3.244828
1671122352,3.553010
1671122352,1.000000
1671122352,2.000000
1671122352,2.500000
1671122352,2.900000
1671122352,1.000000
1671122352,2.000000
1671122352,2.500000
1671122352,2.900000
1671122352,3.244828
1671122352,3.553010
1671122352,1.000000
1671122353,2.000000
1671122353,2.500000
1671122353,2.900000
1671122353,1.000000
1671122353,2.000000
1671122353,2.500000
1671122353,2.900000
1671122353,3.244828
1671122353,3.553010
1671122353,1.000000
1671122353,2.000000
1671122353,2.500000
1671122353,2.900000
1671122353,1.000000
1671122354,2.000000
1671122354,2.500000
1671122354,2.900000
1671122354,3.244828
1671122354,3.553010
1671122354,1.000000
1671122354,2.000000
1671122355,2.500000
1671122355,2.900000
1671122355,1.000000
1671122355,2.000000
1671122355,2.500000
1671122355,2.900000
1671122355,3.244828
1671122355,3.553010
1671122355,1.000000
1671122355,2.000000
1671122356,2.500000
1671122356,2.900000
1671122356,1.000000
1671122356,2.000000
1671122356,2.500000
1671122356,2.900000
1671122356,3.244828
1671122356,3.553010
1671122356,1.000000
1671122357,2.000000
1671122357,2.500000
1671122357,2.900000
1671122357,1.000000
1671122357,2.000000
1671122357,2.500000
1671122357,2.900000
1671122357,3.244828
1671122357,3.553010
1671122357,1.000000
1671122358,2.000000
1671122358,2.500000
1671122358,2.900000
1671122358,1.000000
1671122358,2.000000
1671122358,2.500000
1671122358,2.900000
1671122358,3.244828
1671122358,3.553010
1671122358,1.000000
1671122358,2.000000
1671122358,2.500000
1671122358,2.900000
1671122358,1.000000
1671122359,2.000000
1671122359,2.500000
1671122359,2.900000
1671122359,3.244828
1671122359,3.553010
1671122359,1.000000
1671122359,2.000000
1671122359,2.500000
1671122359,2.900000
1671122359,1.000000
1671122360,2.000000
1671122360,2.500000
1671122360,2.900000
1671122360,3.244828
1671122360,3.553010
1671122360,1.000000
1671122360,2.000000
1671122360,2.500000
1671122360,2.900000
1671122360,1.000000
1671122360,2.000000
1671122361,2.500000
1671122361,2.900000
1671122361,3.244828
1671122361,3.553010
1671122361,3.834462
1671122361,1.000000
1671122361,2.000000
1671122361,2.500000
1671122362,2.900000
1671122362,1.000000
1671122362,2.000000
1671122362,2.500000
1671122362,2.900000
1671122362,3.244828
1671122362,3.553010
1671122362,1.000000
1671122362,2.000000
1671122362,2.500000
1671122363,2.900000
1671122363,1.000000
1671122363,2.000000
1671122363,2.500000
1671122363,2.900000
1671122363,3.244828
1671122363,3.553010
1671122363,1.000000
1671122363,2.000000
1671122363,2.500000
1671122363,2.900000
1671122363,1.000000
1671122363,2.000000
1671122364,2.500000
1671122364,2.900000
1671122364,3.244828
1671122364,3.553010
1671122364,1.000000
1671122364,2.000000
1671122364,2.500000
1671122364,2.900000
1671122364,1.000000
1671122364,2.000000
1671122365,2.500000
1671122365,2.900000
1671122365,3.244828
1671122365,3.553010
1671122365,1.000000
1671122365,2.000000
1671122365,2.500000
1671122365,2.900000
1671122365,1.000000
1671122365,2.000000
1671122366,2.500000
1671122366,2.900000
1671122366,3.244828
1671122366,3.553010
1671122366,1.000000
1671122366,2.000000
1671122366,2.500000
1671122366,2.900000
1671122366,1.000000
1671122367,2.000000
1671122367,2.500000
1671122367,2.900000
1671122367,3.244828
1671122367,3.553010
1671122367,1.000000
1671122367,2.000000
1671122367,2.500000
1671122367,2.900000
1671122367,1.000000
1671122367,2.000000
1671122368,2.500000
1671122368,2.900000
1671122368,3.244828
1671122368,3.553010
1671122368,1.000000
1671122368,2.000000
1671122368,2.500000
1671122368,2.900000
1671122368,1.000000
1671122368,2.000000
1671122368,2.500000
1671122369,2.900000
1671122369,3.244828
1671122369,3.553010
1671122369,1.000000
1671122369,2.000000
1671122369,2.500000
1671122369,2.900000
1671122369,1.000000
1671122369,2.000000
1671122369,2.500000
1671122370,2.900000
1671122370,3.244828
1671122370,3.553010
1671122370,1.000000
1671122370,2.000000
1671122370,2.500000
1671122370,2.900000
1671122370,1.000000
1671122370,2.000000
1671122370,2.500000
1671122371,2.900000
1671122371,3.244828
1671122371,3.553010
1671122371,3.834462
1671122371,1.000000
1671122371,2.000000
1671122371,2.500000
1671122371,2.900000
1671122371,1.000000
1671122371,2.000000
1671122372,2.500000
1671122372,2.900000
1671122372,3.244828
1671122372,3.553010
1671122372,1.000000
1671122372,2.000000
1671122372,2.500000
1671122372,2.900000
1671122372,1.000000
1671122372,2.000000
1671122372,2.500000
1671122372,2.900000
1671122372,3.244828
1671122373,3.553010
1671122373,3.834462
1671122373,1.000000
1671122373,2.000000
1671122373,2.500000
1671122373,2.900000
1671122373,1.000000
1671122373,2.000000
